name,MEM_MATCH_ID,xapa_ra,xapa_dec,z,r500,Tx,Tx-,Tx+,Lx52,Lx52-,Lx52+,Lx,Lx-,Lx+,richness,richness_err,XCS_NAME
SDSSXCS-944,944,29.282447,-5.876032299999999,0.13098373,6.516880732936277,3.73939,0.1618113610000002,0.1622667019999997,0.474400688,0.0056817234234193,0.0054506961139871,1.402068325,0.0359971511182537,0.0366717010477006,50.620216,3.387581,XMMXCS J015707.7-055233.7
SDSSXCS-593,593,29.603929,-1.7817758999999995,0.15635921,4.645430861544848,2.88854,0.0844467639999999,0.0847793820000002,0.6300017369,0.0058724709133447,0.0058493212830998,1.676324203,0.0300353566701054,0.0264701697692999,53.96106,2.8864915,XMMXCS J015824.9-014654.3
SDSSXCS-35404,35404,30.191204,-6.708112599999999,0.3417674,1.9293016959878555,2.14121,0.2397717080000001,0.2620240579999997,0.3333669113,0.0204825456998245,0.0222064987638433,0.8030142465,0.0658790177588558,0.077920512814248,25.81563,3.1895626,XMMXCS J020045.8-064229.2
SDSSXCS-7190,7190,30.329494,-6.831854700000001,0.3445764,1.723599259055565,1.94228,0.237597604,0.3214319330000001,0.1711436381,0.0114650912082324,0.0154344772297065,0.4004243217,0.0402735621011792,0.0417645256247449,43.11477,3.6073697,XMMXCS J020119.0-064954.6
SDSSXCS-7783,7783,30.429572,-2.1962592,0.19421071,4.278375014676491,3.52135,0.054280308,0.0545411640000002,2.762945369,0.0123318680577275,0.0131496590658697,7.956070991,0.0729359841136938,0.0740448024800892,35.8534,3.2273033,XMMXCS J020143.0-021146.5
SDSSXCS-5743,5743,31.351861,-5.7303361,0.2942178,3.430155619405013,4.07537,0.5965920910000002,0.8690311019999992,0.514014875,0.0265694602901794,0.0229788999787492,1.579707997,0.1454236433487648,0.1267120609504246,37.119568,3.1122668,XMMXCS J020524.4-054349.2
SDSSXCS-1131,1131,33.111835,-5.6262911,0.29934615,3.5333528935254077,5.60793,1.0105860469999994,1.453640816,0.6477963136,0.0285522535924697,0.0347950240231229,2.331404686,0.3646442998991064,0.3390216044811844,65.67688000000001,3.9442868,XMMXCS J021226.8-053734.6
SDSSXCS-29799,29799,33.116431,-6.077833999999998,0.321067,1.5262471931871073,1.24752,0.1631290389999999,0.166195032,0.07284714745,0.0119462945823365,0.0094004876042706,0.1468417316,0.0248016882422478,0.025075319352771,22.26122,2.5214868,XMMXCS J021227.9-060440.2
SDSSXCS-852,852,33.671952000000005,-4.5538512,0.14673696,6.66846856290335,5.03595,0.1420959559999994,0.1420949150000003,0.9397754324,0.0067439565216873,0.0066320716609717,3.19922389,0.0563151825050232,0.0557920325472856,56.188286,3.5223145,XMMXCS J021441.2-043313.8
SDSSXCS-5830,5830,34.052451,-4.2406364000000005,0.1525001,4.003958504902814,2.55567,0.2798347030000001,0.3681882039999999,0.1074733554,0.0042828334717627,0.0041796019225846,0.273790762,0.0203011814945268,0.0191835534904893,24.564722,2.1817567,XMMXCS J021612.5-041426.2
SDSSXCS-5977,5977,35.868932,-8.868980699999998,0.16795832,4.518813803663461,3.14025,0.5175380170000001,0.7385558840000002,0.1657805203,0.0093393036733275,0.0096235926644388,0.4554747458,0.0467607178758179,0.0515742281400424,26.303790000000003,2.1013763,XMMXCS J022328.5-085208.3
SDSSXCS-16227,16227,36.300933,-6.3847585,0.19789001,4.130785526369652,3.44125,0.5275038950000002,0.7791369929999998,0.3357032715,0.0185269029199535,0.0184768629005663,0.9573559845,0.1199039415879938,0.1160951399103574,22.642595,2.2254574,XMMXCS J022512.2-062305.1
SDSSXCS-2984,2984,36.432967,-3.1964353,0.14258845,5.229709279650632,3.63841,0.5645075829999997,0.6291885489999998,0.1638258976,0.0067478955543439,0.0066733019340639,0.4784089931,0.0497346872194566,0.0472147705785576,34.480453000000004,2.3746781,XMMXCS J022543.9-031147.1
SDSSXCS-6955,6955,36.45483,-5.894147599999998,0.22277066,3.108954664655012,2.41024,0.2990632569999998,0.392930255,0.2092423316,0.0125137302923225,0.0145231660352506,0.5228387759,0.0484311884143836,0.0555424422155043,32.131187,2.8320866,XMMXCS J022549.1-055338.9
SDSSXCS-64824,64824,36.843741,-3.3619065000000004,0.3426217,2.0138722190597917,2.24581,0.1201594240000001,0.1800569429999998,0.2116418969,0.005883207743157,0.0065841703328792,0.5172443558,0.0237202455710009,0.0231142429273173,22.62734,2.7154727,XMMXCS J022722.4-032142.8
SDSSXCS-8366,8366,37.655177,-4.991535400000001,0.3052906,2.5014202381269826,2.28778,0.386970266,0.6194295149999998,0.2310881768,0.0160864711111389,0.0253542958579924,0.5679894781,0.0588673291989308,0.0826109026944801,35.273712,3.6453307,XMMXCS J023037.2-045929.5
SDSSXCS-120,120,37.927216,-4.8818112000000005,0.18926916,5.1078725956910525,4.63263,0.0912853209999999,0.0913059189999998,1.444473136,0.0073010947751339,0.0077522789604023,4.717345893,0.0580885175506402,0.0546560873825692,90.19162,3.762898,XMMXCS J023142.5-045254.5
SDSSXCS-572,572,42.013961,-3.5287329,0.18832776,4.588000846720669,3.80036,0.041168271,0.04134012,3.234210375,0.0124252416753289,0.0120203563922451,9.62751542,0.0561668993255857,0.0633397877973287,80.27589,6.4063044,XMMXCS J024803.3-033143.4
SDSSXCS-226,226,42.04981400000001,-2.2736092,0.23501849,5.731419176026881,7.91882,0.2516477679999997,0.2508989229999994,3.633080134,0.0262566346963115,0.0271431887132669,15.78043643,0.2984017845100926,0.2999715597826107,97.19366,5.19954,XMMXCS J024811.9-021624.9
SDSSXCS-22,22,113.08444,31.630877,0.18051074,6.2712628194082,6.17592,0.1081048789999998,0.1083297789999999,3.727061636,0.0182509946620506,0.0174653845360719,14.10646767,0.1515294704067322,0.1503405984705441,120.09137,4.9689746,XMMXCS J073220.2+313751.1
SDSSXCS-103,103,117.70904,17.69577,0.18393488,4.710674860138383,3.91615,0.1455128870000002,0.146512232,0.4262668713,0.0042151627048817,0.0046623687970554,1.286168055,0.0275832783477694,0.02934280661035,112.26557,5.977766,XMMXCS J075050.1+174144.7
SDSSXCS-212,212,125.82697,15.96613,0.15643018,4.836225784010149,3.11784,0.1393817680000002,0.1408953609999996,0.506649642,0.0082574483520563,0.0081414179511583,1.388089545,0.0356228961477433,0.0373395293200198,82.07597,3.8684688,XMMXCS J082318.4+155758.0
SDSSXCS-19922,19922,126.05448,30.076932,0.31855735,1.992498673552506,1.71434,0.137323354,0.2972838549999999,0.1655362068,0.0118257365866742,0.0185707778839405,0.3745787172,0.043250610068545,0.0540992744714202,30.010748,3.8086228,XMMXCS J082413.0+300436.9
SDSSXCS-890,890,126.48946,4.2460138,0.23492122,4.286470659768179,4.7049,0.2083501700000001,0.2086411039999998,1.63800995,0.0220714940795478,0.0196387208333213,5.389822131,0.1423881831620184,0.1340736001755855,61.588547,3.850318,XMMXCS J082557.4+041445.6
SDSSXCS-31,31,130.74006,36.365002,0.29645097,5.374173388520819,9.86967,0.6209779040000001,0.6139101300000007,8.352195865,0.1062112296903361,0.1068633697704228,41.24438187,1.52065670825926,1.585770622730152,139.98386000000002,4.858471,XMMXCS J084257.6+362154.0
SDSSXCS-325,325,132.61125,0.25174883,0.19828618,3.8106462211066434,3.08254,0.1455553099999997,0.146854904,0.460604208,0.0068960979682005,0.0071590274409306,1.2563301,0.036059755394127,0.037048570499778,68.40751999999999,3.2116315,XMMXCS J085026.7+001506.2
SDSSXCS-26424,26424,133.23206000000002,17.96369,0.20101751,2.684592400231578,1.84514,0.2906640570000001,0.248263147,0.04721539964,0.002978352611751,0.0042939229833161,0.1089195325,0.0094760841174798,0.0119871794408153,22.65785,2.525362,XMMXCS J085255.6+175749.2
SDSSXCS-5159,5159,134.16993,5.8953329000000005,0.100435905,7.796939855085794,3.57478,0.2149540450000002,0.2462202019999999,0.1709635674,0.0030965194035253,0.002620900814485,0.4954690971,0.0224843816898322,0.0203168731482076,24.900331,1.8251007,XMMXCS J085640.7+055343.1
SDSSXCS-9803,9803,135.15352,20.894612,0.2528995,3.5556056948190444,3.84995,0.0643489990000003,0.0645358619999996,4.561829134,0.0294459644372038,0.0250548996153545,13.65862865,0.1445133117703338,0.1413073323900686,27.081793,2.5084076,XMMXCS J090036.8+205340.6
SDSSXCS-1884,1884,137.21898000000002,28.861933,0.25381398,3.5870047024486884,3.74162,0.3875199080000002,0.4482120289999995,0.7755191374,0.0278134244631055,0.0253667138370176,2.292594311,0.1692273564554454,0.15031800956675,50.452415,3.209117,XMMXCS J090852.5+285142.9
SDSSXCS-5,5,137.30206,10.975335,0.17046206,6.11163897191888,5.53676,0.1634667309999997,0.1421997069999996,2.159335492,0.0127341556920255,0.0131326212001354,7.721541248,0.1162312304022057,0.1119799878975689,174.70418,4.9478636,XMMXCS J090912.4+105831.2
SDSSXCS-13,13,139.46774,51.725738,0.22690289,5.661880159538987,7.34605,0.1611642580000003,0.1611196870000002,4.634804202,0.0230655341776175,0.0230106112071961,19.29669612,0.2240030702041195,0.2226655340204502,153.60655,4.73977,XMMXCS J091752.2+514332.6
SDSSXCS-5225,5225,140.07752,37.10619000000001,0.23562108,3.0341523339967758,2.61825,0.0381218310000002,0.0382008169999998,1.19748951,0.0074573330520035,0.0080356091887701,3.075932193,0.0292853738415472,0.0275649702404798,37.25686,2.9538517,XMMXCS J092018.6+370622.2
SDSSXCS-21,21,140.08869,30.504042,0.30510542,3.9765175721100983,6.19249,0.1189637770000002,0.1191598819999999,2.595205529,0.0138373926420181,0.0136626626387115,9.836916337,0.1136552108216708,0.1010156864180196,128.64941000000002,5.6737556,XMMXCS J092021.2+303014.5
SDSSXCS-23,23,140.21912,30.46765,0.2942456,2.8311200848992537,3.20416,0.15577488,0.1569138040000002,0.666195448,0.0111075367667864,0.0108665180866927,1.845075263,0.0481898631839101,0.0498315372761966,38.690826,5.167868,XMMXCS J092052.5+302803.5
SDSSXCS-617,617,143.03773,29.083735,0.29994437,3.1018112713735495,4.02627,0.448491277,0.6187903859999997,0.479113649,0.0174952909614411,0.017586499472028,1.46416244,0.0951276145584587,0.0954943529139045,92.20528,5.938926,XMMXCS J093209.0+290501.4
SDSSXCS-6245,6245,145.93562,16.739341,0.18503435,3.6195570163131103,2.37526,0.286340676,0.292376816,0.1301236279,0.0055895952396341,0.0067505841281602,0.3236258874,0.0237651171630364,0.0235544791612619,35.91442,3.2383535,XMMXCS J094344.5+164421.6
SDSSXCS-21847,21847,146.37836,9.775783,0.23818891,2.527994553166753,1.86063,0.1435531299999999,0.1455726039999998,0.07956683131,0.0030827292307561,0.0033219128792038,0.1839634961,0.0100393111209536,0.0119773222875345,24.854567000000003,2.7714293,XMMXCS J094530.8+094632.8
SDSSXCS-22748,22748,150.22343,15.675857,0.3122961,2.256546420853251,2.80557,0.529015163,0.5457696200000002,0.3962525277,0.0218812905167631,0.0268601986662591,1.043085844,0.1161614808517982,0.1224224556317246,20.827253,2.533284,XMMXCS J100053.6+154033.0
SDSSXCS-9,9,150.61494,20.51727,0.3236771,3.249822724107864,4.79095,0.4858921089999999,0.5023537030000007,1.195968823,0.0392271485439852,0.0368408670115938,3.97054617,0.2372478297373326,0.2425106585485763,151.36407,5.7609115,XMMXCS J100227.5+203102.1
SDSSXCS-8060,8060,151.92678999999995,38.012805,0.10499291,7.521552886092156,3.61234,0.103323424,0.1030109719999998,0.2201096972,0.0015610720216589,0.0015314451637077,0.6407783879,0.0107448547316414,0.0109198844003258,24.244368,1.9738064,XMMXCS J100742.4+380046.1
SDSSXCS-15984,15984,154.26426999999995,39.047269,0.2051836,5.581626151620904,6.14769,0.091744974,0.0919194980000002,3.980664474,0.0156814972851746,0.0172659851088852,15.02925942,0.1341567544917588,0.1263923489391185,31.79558,3.9185114,XMMXCS J101703.4+390250.1
SDSSXCS-75,75,154.39996000000005,59.563959,0.2890586,4.786008789161913,8.25773,0.6833658710000003,0.9473527799999992,2.02032238,0.0398879590969794,0.0354681155017226,8.994634703,0.4289343637101126,0.4075784418181225,123.76782,4.942522,XMMXCS J101735.9+593350.2
SDSSXCS-667,667,155.91568,4.187584200000001,0.29173332,3.9015427526875697,5.61789,0.0213568830000001,0.0213795789999995,12.49191863,0.013903578514288,0.014070471594648,44.99845684,0.0955405924925614,0.0972024961372568,73.53319,3.962966,XMMXCS J102339.7+041115.3
SDSSXCS-9258,9258,159.50506,41.77219,0.13306975,4.4994792498584655,2.20351,0.1573206700000002,0.218629565,0.1016376039,0.0030601408833318,0.0037371559613738,0.2469795154,0.0117768129979027,0.013477332888422,24.854567000000003,2.1371262,XMMXCS J103801.2+414619.8
SDSSXCS-1628,1628,160.18457,39.953088,0.1430842,5.887881854356001,3.82106,0.028675808,0.0287489339999997,3.197735773,0.0078599277881203,0.0083343945208564,9.541964038,0.0428231432472543,0.0398056657942724,42.84018,2.5856922,XMMXCS J104044.2+395711.1
SDSSXCS-7405,7405,161.44015,4.340415599999999,0.15054649,5.03522842547132,3.20506,0.1723900770000002,0.172688876,0.3010211369,0.0049744637947315,0.0052148000924558,0.8337921572,0.0289471348182825,0.0272211612025592,27.127558,2.2205079,XMMXCS J104545.6+042025.4
SDSSXCS-47,47,161.85007,15.24336,0.20857787,4.181382308499728,3.84195,0.1289571560000002,0.1297426939999999,0.9325028251,0.009960398074418,0.0092570326062271,2.78941539,0.0564725474606153,0.0577332921558171,127.65784,5.3092155,XMMXCS J104724.0+151436.0
SDSSXCS-7416,7416,164.23042,6.976937,0.32314372,2.219870706197008,2.25171,0.2947455510000001,0.3899325939999998,0.1413864973,0.0075217873929975,0.0111010599817306,0.3458171472,0.0301821140127094,0.0354131486837746,35.47203,3.0817904,XMMXCS J105655.3+065836.9
SDSSXCS-2588,2588,165.489,22.661791,0.23068812,2.8325409233273593,2.40107,0.3461030159999998,0.411018007,0.292103633,0.0181389381739425,0.0215633865601968,0.7289890643,0.0579729655502198,0.0627228770347699,50.482925,3.5330014,XMMXCS J110157.3+223942.4
SDSSXCS-298,298,168.22279,13.444519,0.17420112,5.7000608826614885,4.92737,0.0622996310000001,0.0623657629999998,1.990368297,0.0068493592898519,0.0069599628970968,6.701174987,0.0499818358505406,0.0474732750154434,78.33851,3.517416,XMMXCS J111253.4+132640.2
SDSSXCS-10897,10897,170.22943,43.305793,0.18501632,2.601585080859138,1.36573,0.1285202700000001,0.2456239119999999,0.03798999352,0.0051513272085199,0.0077600842797931,0.08013286883,0.0132523120097349,0.0175275479286132,23.603659,2.234775,XMMXCS J112055.0+431820.8
SDSSXCS-3746,3746,174.09881,7.2270701,0.11559857,7.061361805347204,4.15245,0.242756081,0.4868116450000004,0.2152626744,0.003294036530425,0.0037330608053467,0.667411393,0.0261014252992876,0.024006157260717,32.482056,2.4331105,XMMXCS J113623.7+071337.4
SDSSXCS-189,189,175.60401000000005,58.526312,0.33503565,4.244966694922027,8.00186,0.5056502270000003,0.5041460459999989,4.839867569,0.0766363205424847,0.0748231964621135,21.15184559,0.8127285782415647,0.808365270349686,105.88899,4.902218,XMMXCS J114224.9+583134.7
SDSSXCS-4245,4245,177.25939,22.414408,0.16742848,4.938465037455259,3.40921,0.5457902299999997,0.7449604819999998,0.2259633838,0.0110423557683309,0.0114101295865722,0.6418872889,0.0734106098940537,0.0626028185734053,38.751846,2.803126,XMMXCS J114902.2+222451.8
SDSSXCS-408,408,178.82585,23.406762,0.13608177,8.519429510194426,6.7463,0.0221939239999997,0.0221821870000002,3.93224891,0.0033444213229407,0.0033715502699469,15.63180462,0.0306819063613019,0.0304354914978404,82.25903000000001,3.9225247,XMMXCS J115518.2+232424.3
SDSSXCS-10401,10401,179.61596,26.495390000000004,0.14110902,4.091113475047662,1.97117,0.098679675,0.0963570079999998,0.2045456807,0.0052686914058983,0.0055339461693096,0.4805966682,0.0162062089776005,0.0186331172703724,24.793547,2.2973104,XMMXCS J115827.8+262943.4
SDSSXCS-58896,58896,180.92831,44.08517,0.33587107,1.5468121272825195,1.37413,0.125800731,0.3333907899999999,0.08420938869,0.0183206524777842,0.0239607488762238,0.177900515,0.0430502984262301,0.057180440188945,20.2018,2.8603756,XMMXCS J120342.7+440506.6
SDSSXCS-474,474,180.96914,1.7916884999999998,0.24152568,2.3363230612213983,1.58292,0.1449016950000001,0.1278101539999998,0.07824784983,0.0059076886345951,0.0074118729497201,0.1721859774,0.0182405288458294,0.0179941234267426,80.12334,4.115757,XMMXCS J120352.5+014730.0
SDSSXCS-7247,7247,181.16076,35.375998,0.1896899,1.7931989846328005,0.769846,0.0701635365,0.0688345635999999,0.03221380745,0.0034712161166315,0.0035431053997437,0.05515174073,0.0067127869691953,0.0055316432675457,23.679934,2.2644103,XMMXCS J120438.5+352233.5
SDSSXCS-19467,19467,182.81342,39.196045,0.33760616,3.5873643088103933,6.54718,0.6404218930000001,0.7516127209999999,0.9377961632,0.0253527561360894,0.0260187850959803,3.665420529,0.1751243274598377,0.1842530828897297,37.56196,5.767366,XMMXCS J121115.2+391145.7
SDSSXCS-455,455,184.90442,-3.3113652,0.303949,3.3332720258898023,4.6629,0.1940851269999992,0.1952831880000003,2.328029519,0.0271817653782195,0.0272948060595106,7.626949049,0.1779154295457807,0.169700046558586,87.781334,4.778909,XMMXCS J121937.0-031840.9
SDSSXCS-1174,1174,187.58269,16.277103,0.19740756,5.0472302901049195,4.986,0.8673731809999996,1.461180241,0.3520333027,0.0213157726394294,0.0203363307652498,1.19233113,0.1528142961592749,0.137205461552067,50.421906,2.964098,XMMXCS J123019.8+161637.5
SDSSXCS-608,608,187.77237,15.940957999999998,0.18406145,3.7968178426900536,2.38073,0.2832848009999997,0.3031421820000002,0.2084278256,0.0091096367364696,0.0111625559116256,0.518745769,0.0379336633620864,0.0425666136896263,58.385002,2.9093542,XMMXCS J123105.3+155627.4
SDSSXCS-1645,1645,188.48142,15.435622,0.22812648,4.697584157677434,5.16371,0.1718522370000004,0.1721628959999996,1.136355706,0.0121225794923773,0.011209763782396,3.918705018,0.0734386341696473,0.0855777524652987,51.352455,3.1802998,XMMXCS J123355.5+152608.2
SDSSXCS-225,225,188.5954,9.7885313,0.22960329,4.222526183211694,4.44849,0.1019055459999993,0.102213292,1.995568156,0.0129990849479122,0.0130315687962094,6.392186099,0.0846666262455624,0.0772973983078904,92.968025,4.224519,XMMXCS J123422.8+094718.7
SDSSXCS-9313,9313,189.07545,28.983881,0.2214931,3.8689956057525015,3.62743,0.1790521859999998,0.1800472339999999,0.2859939627,0.0039960916563306,0.0037784382073175,0.8340742723,0.0211045725795858,0.0212518377273821,29.171724,2.7222922,XMMXCS J123618.1+285901.9
SDSSXCS-286,286,189.24534,63.188315,0.31212524,4.173358848450644,7.0751,0.3927533670000001,0.3855772650000002,4.54106289,0.0484666102457538,0.0569781812723801,18.52578625,0.6040418476491212,0.5440056735139933,102.56341,4.8463364,XMMXCS J123658.8+631117.9
SDSSXCS-2347,2347,189.67042,9.4769605,0.22824667,3.815263914739271,3.97411,0.2551337569999998,0.2572247239999998,0.5233344702,0.0103432988385796,0.0099901387471642,1.589709067,0.0630286019699535,0.0607364046040903,44.167366,2.9874723,XMMXCS J123840.9+092837.0
SDSSXCS-28269,28269,194.08956,25.768056,0.24395767,2.2530199567180067,1.4654,0.1683148949999999,0.391158968,0.04429896153,0.0086185373555839,0.0114044094258623,0.09522099524,0.0198706614534712,0.0314187653741645,21.559492,2.5047925,XMMXCS J125621.4+254605.0
SDSSXCS-6307,6307,195.66685,67.47805600000001,0.106321625,5.265667850755067,1.92088,0.201279132,0.1921763850000002,0.08878611209,0.0043374173981629,0.0053166851732387,0.2070797432,0.0159384344389064,0.0149745870247497,23.02397,1.685249,XMMXCS J130240.0+672841.0
SDSSXCS-241,241,195.99155,67.515354,0.22120395,4.124249534545984,3.37161,0.1397756669999998,0.1910148770000002,0.7442917958,0.01179385250428,0.0119404662520593,2.104544974,0.0488195413313174,0.0550564108960527,90.05433000000001,4.221745,XMMXCS J130357.9+673055.2
SDSSXCS-893,893,196.49692,26.513083,0.316266,4.350869505194616,8.25083,0.788242308000001,0.9502198049999996,3.230770426,0.074475701400273,0.0770786677835047,14.37686909,0.7747427276212342,0.7404396082749916,70.26862,4.078387,XMMXCS J130559.2+263047.0
SDSSXCS-7432,7432,196.95654,29.430381,0.2615181,3.044695383889041,3.11999,0.1377266399999999,0.1384876379999999,0.7245482104,0.0100487655706384,0.0102424633178495,1.985604272,0.0453089215283255,0.0471822390446485,40.338364,4.0101438,XMMXCS J130749.5+292549.3
SDSSXCS-11613,11613,197.48658,32.372394,0.31576088,2.5179673807366374,2.82255,0.380479352,0.3576211859999998,0.1617543438,0.006273148959857,0.0072515943899462,0.4267387578,0.0264499189828142,0.0267738645314826,26.395319,2.646696,XMMXCS J130956.7+322220.6
SDSSXCS-3,3,197.87444,-1.3401506,0.18239772,7.352051002992809,8.27009,0.0608759299999999,0.0609103950000005,8.137899182,0.0156037813224418,0.0150067569674003,36.25745727,0.1661147574022266,0.155766933866559,164.71217,4.241623,XMMXCS J131129.8-012024.5
SDSSXCS-5939,5939,197.93809,22.035053,0.17044528,4.783889379649252,3.35781,0.158660872,0.2266526659999996,0.4283773861,0.0070486402923321,0.0071274568653971,1.209219102,0.0364474901982132,0.0329938069911315,30.392122,2.6726713,XMMXCS J131145.1+220206.1
SDSSXCS-11881,11881,199.98092,33.314938,0.24046731,3.198160140388824,3.26456,0.651920514,0.7839286419999998,0.1825931106,0.0122977998599477,0.0121560859432511,0.5095202678,0.0594717225361181,0.0548313836576509,34.83132,4.747418,XMMXCS J131955.4+331853.7
SDSSXCS-11394,11394,200.17352,33.178962,0.29215103,2.6495429096563434,2.91412,0.280883583,0.2853842589999997,0.2864032886,0.0098280659139844,0.0109264549102773,0.7645831011,0.0392545992126538,0.0354562774426693,35.71611,3.2004457,XMMXCS J132041.6+331044.2
SDSSXCS-907,907,200.71132,31.653187,0.32589027,4.161763167037946,7.34556,0.3399067970000002,0.3403744509999997,4.565924735,0.046558497279685,0.0501854038873377,19.01031692,0.5018646760045762,0.4869403903842766,88.37628000000001,5.120246,XMMXCS J132250.7+313911.4
SDSSXCS-14715,14715,201.28678,65.840952,0.18099065,2.472918728270053,1.21184,0.0692673859999999,0.061213532,0.05236876493,0.0035374330824216,0.0033884763976742,0.1042612002,0.0083552860262443,0.0074405114556733,23.14601,2.1740084,XMMXCS J132508.8+655027.4
SDSSXCS-309,309,201.52008,12.387407,0.20602646,5.027090056487948,5.15989,0.2705430529999999,0.2720310929999998,1.581049713,0.0243577774096479,0.0245384607400456,5.450099453,0.1726446180108496,0.1565219015543961,79.19279,5.240415,XMMXCS J132604.8+122314.6
SDSSXCS-457,457,203.14098,50.413972,0.27532956,4.266141278365702,6.05776,0.2365112529999997,0.2356523880000001,2.994709494,0.0286971609383313,0.0259051005318333,11.21797829,0.2558742939617282,0.2166444820268189,51.855873,4.221696,XMMXCS J133233.8+502450.2
